delivery_id,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,extras_type
6949,35,2,Royal Challengers Bangalore,Gujarat Titans,2,1,Batsman_48,Batsman_41,Bowler_65,1,0,1,,,,
6950,35,2,Royal Challengers Bangalore,Gujarat Titans,2,2,Batsman_22,Batsman_3,Bowler_73,4,0,4,,,,
6951,35,2,Royal Challengers Bangalore,Gujarat Titans,2,3,Batsman_44,Batsman_49,Bowler_21,3,0,3,,,,
6952,35,2,Royal Challengers Bangalore,Gujarat Titans,2,4,Batsman_141,Batsman_130,Bowler_43,3,2,5,Batsman_141,caught,Batsman_74,wides
6953,35,2,Royal Challengers Bangalore,Gujarat Titans,2,5,Batsman_124,Batsman_19,Bowler_11,0,0,0,,,,
6954,35,2,Royal Challengers Bangalore,Gujarat Titans,2,6,Batsman_36,Batsman_60,Bowler_68,2,0,2,,,,
6955,35,2,Royal Challengers Bangalore,Gujarat Titans,3,1,Batsman_25,Batsman_36,Bowler_76,2,0,2,Batsman_25,caught,Batsman_38,
6956,35,2,Royal Challengers Bangalore,Gujarat Titans,3,2,Batsman_53,Batsman_63,Bowler_48,3,0,3,,,,
6957,35,2,Royal Challengers Bangalore,Gujarat Titans,3,3,Batsman_92,Batsman_18,Bowler_14,2,0,2,,,,
6958,35,2,Royal Challengers Bangalore,Gujarat Titans,3,4,Batsman_150,Batsman_128,Bowler_98,3,0,3,,,,
6959,35,2,Royal Challengers Bangalore,Gujarat Titans,3,5,Batsman_118,Batsman_41,Bowler_57,2,0,2,,,,
6960,35,2,Royal Challengers Bangalore,Gujarat Titans,3,6,Batsman_41,Batsman_63,Bowler_51,0,0,0,,,,
6961,35,2,Royal Challengers Bangalore,Gujarat Titans,4,1,Batsman_99,Batsman_105,Bowler_43,0,0,0,,,,
6962,35,2,Royal Challengers Bangalore,Gujarat Titans,4,2,Batsman_87,Batsman_118,Bowler_35,0,0,0,,,,
6963,35,2,Royal Challengers Bangalore,Gujarat Titans,5,1,Batsman_80,Batsman_143,Bowler_82,0,0,0,,,,
6964,35,2,Royal Challengers Bangalore,Gujarat Titans,5,2,Batsman_113,Batsman_37,Bowler_7,0,0,0,Batsman_113,caught,Batsman_3,
6965,35,2,Royal Challengers Bangalore,Gujarat Titans,5,3,Batsman_133,Batsman_70,Bowler_31,6,0,6,,,,
6966,35,2,Royal Challengers Bangalore,Gujarat Titans,5,4,Batsman_22,Batsman_149,Bowler_91,1,0,1,Batsman_22,run out,Batsman_106,
6967,35,2,Royal Challengers Bangalore,Gujarat Titans,5,5,Batsman_50,Batsman_6,Bowler_81,0,3,3,,,,noballs
6968,35,2,Royal Challengers Bangalore,Gujarat Titans,5,6,Batsman_73,Batsman_73,Bowler_31,4,0,4,,,,
6969,35,2,Royal Challengers Bangalore,Gujarat Titans,6,1,Batsman_43,Batsman_147,Bowler_72,4,0,4,,,,
6970,35,2,Royal Challengers Bangalore,Gujarat Titans,6,2,Batsman_68,Batsman_29,Bowler_53,0,0,0,,,,
6971,35,2,Royal Challengers Bangalore,Gujarat Titans,6,3,Batsman_105,Batsman_46,Bowler_35,4,0,4,,,,
6972,35,2,Royal Challengers Bangalore,Gujarat Titans,6,4,Batsman_30,Batsman_110,Bowler_30,0,0,0,,,,
6973,35,2,Royal Challengers Bangalore,Gujarat Titans,7,1,Batsman_82,Batsman_124,Bowler_92,2,4,6,,,,byes
6974,35,2,Royal Challengers Bangalore,Gujarat Titans,7,2,Batsman_107,Batsman_86,Bowler_77,0,0,0,,,,
6975,35,2,Royal Challengers Bangalore,Gujarat Titans,7,3,Batsman_137,Batsman_54,Bowler_68,0,0,0,,,,
6976,35,2,Royal Challengers Bangalore,Gujarat Titans,7,4,Batsman_19,Batsman_31,Bowler_53,0,0,0,,,,
6977,35,2,Royal Challengers Bangalore,Gujarat Titans,7,5,Batsman_129,Batsman_71,Bowler_62,0,0,0,,,,
6978,35,2,Royal Challengers Bangalore,Gujarat Titans,7,6,Batsman_26,Batsman_16,Bowler_23,4,0,4,,,,
6979,35,2,Royal Challengers Bangalore,Gujarat Titans,8,1,Batsman_88,Batsman_31,Bowler_13,2,0,2,,,,
6980,35,2,Royal Challengers Bangalore,Gujarat Titans,8,2,Batsman_14,Batsman_25,Bowler_37,1,0,1,,,,
6981,35,2,Royal Challengers Bangalore,Gujarat Titans,8,3,Batsman_87,Batsman_102,Bowler_66,0,0,0,,,,
6982,35,2,Royal Challengers Bangalore,Gujarat Titans,8,4,Batsman_13,Batsman_138,Bowler_15,4,0,4,,,,
6983,35,2,Royal Challengers Bangalore,Gujarat Titans,8,5,Batsman_21,Batsman_103,Bowler_64,4,0,4,,,,
6984,35,2,Royal Challengers Bangalore,Gujarat Titans,8,6,Batsman_144,Batsman_150,Bowler_24,1,0,1,,,,
6985,35,2,Royal Challengers Bangalore,Gujarat Titans,9,1,Batsman_120,Batsman_132,Bowler_99,2,0,2,,,,
6986,35,2,Royal Challengers Bangalore,Gujarat Titans,9,2,Batsman_51,Batsman_137,Bowler_30,0,0,0,,,,
6987,35,2,Royal Challengers Bangalore,Gujarat Titans,10,1,Batsman_4,Batsman_66,Bowler_61,0,2,2,,,,wides
6988,35,2,Royal Challengers Bangalore,Gujarat Titans,10,2,Batsman_25,Batsman_56,Bowler_15,3,0,3,,,,
6989,35,2,Royal Challengers Bangalore,Gujarat Titans,10,3,Batsman_24,Batsman_78,Bowler_95,0,0,0,,,,
6990,35,2,Royal Challengers Bangalore,Gujarat Titans,10,4,Batsman_119,Batsman_137,Bowler_81,2,0,2,,,,
6991,35,2,Royal Challengers Bangalore,Gujarat Titans,10,5,Batsman_77,Batsman_149,Bowler_97,0,4,4,,,,wides
6992,35,2,Royal Challengers Bangalore,Gujarat Titans,10,6,Batsman_58,Batsman_64,Bowler_36,1,3,4,,,,wides
6993,35,2,Royal Challengers Bangalore,Gujarat Titans,11,1,Batsman_12,Batsman_55,Bowler_4,1,0,1,,,,
6994,35,2,Royal Challengers Bangalore,Gujarat Titans,11,2,Batsman_100,Batsman_28,Bowler_50,2,0,2,,,,
6995,35,2,Royal Challengers Bangalore,Gujarat Titans,11,3,Batsman_80,Batsman_138,Bowler_87,4,0,4,,,,
6996,35,2,Royal Challengers Bangalore,Gujarat Titans,11,4,Batsman_134,Batsman_126,Bowler_17,1,0,1,,,,
6997,35,2,Royal Challengers Bangalore,Gujarat Titans,11,5,Batsman_132,Batsman_28,Bowler_69,1,0,1,,,,
6998,35,2,Royal Challengers Bangalore,Gujarat Titans,11,6,Batsman_66,Batsman_66,Bowler_8,0,0,0,,,,
6999,35,2,Royal Challengers Bangalore,Gujarat Titans,12,1,Batsman_119,Batsman_44,Bowler_11,3,0,3,,,,
7000,35,2,Royal Challengers Bangalore,Gujarat Titans,12,2,Batsman_104,Batsman_40,Bowler_4,3,0,3,,,,
7001,35,2,Royal Challengers Bangalore,Gujarat Titans,12,3,Batsman_70,Batsman_150,Bowler_87,6,0,6,,,,
7002,35,2,Royal Challengers Bangalore,Gujarat Titans,12,4,Batsman_50,Batsman_18,Bowler_80,0,0,0,,,,
7003,35,2,Royal Challengers Bangalore,Gujarat Titans,12,5,Batsman_135,Batsman_97,Bowler_32,4,0,4,,,,
7004,35,2,Royal Challengers Bangalore,Gujarat Titans,12,6,Batsman_143,Batsman_148,Bowler_28,4,0,4,,,,
7005,35,2,Royal Challengers Bangalore,Gujarat Titans,13,1,Batsman_14,Batsman_79,Bowler_62,0,0,0,,,,
7006,35,2,Royal Challengers Bangalore,Gujarat Titans,13,2,Batsman_41,Batsman_107,Bowler_41,1,0,1,,,,
7007,35,2,Royal Challengers Bangalore,Gujarat Titans,13,3,Batsman_26,Batsman_110,Bowler_41,1,0,1,,,,
7008,35,2,Royal Challengers Bangalore,Gujarat Titans,13,4,Batsman_29,Batsman_22,Bowler_16,0,0,0,Batsman_29,stumped,Batsman_5,
7009,35,2,Royal Challengers Bangalore,Gujarat Titans,13,5,Batsman_135,Batsman_146,Bowler_25,3,0,3,,,,
7010,35,2,Royal Challengers Bangalore,Gujarat Titans,13,6,Batsman_48,Batsman_105,Bowler_24,1,0,1,,,,
7011,35,2,Royal Challengers Bangalore,Gujarat Titans,14,1,Batsman_21,Batsman_90,Bowler_4,3,0,3,,,,
7012,35,2,Royal Challengers Bangalore,Gujarat Titans,14,2,Batsman_89,Batsman_132,Bowler_83,0,1,1,,,,noballs
7013,35,2,Royal Challengers Bangalore,Gujarat Titans,14,3,Batsman_133,Batsman_49,Bowler_97,0,0,0,,,,
7014,35,2,Royal Challengers Bangalore,Gujarat Titans,14,4,Batsman_127,Batsman_139,Bowler_48,0,0,0,,,,
7015,35,2,Royal Challengers Bangalore,Gujarat Titans,14,5,Batsman_17,Batsman_62,Bowler_29,4,0,4,,,,
7016,35,2,Royal Challengers Bangalore,Gujarat Titans,17,1,Batsman_108,Batsman_89,Bowler_71,0,0,0,,,,
7017,35,2,Royal Challengers Bangalore,Gujarat Titans,17,2,Batsman_5,Batsman_28,Bowler_39,0,0,0,,,,
7018,35,2,Royal Challengers Bangalore,Gujarat Titans,18,1,Batsman_116,Batsman_141,Bowler_63,0,0,0,,,,
7019,35,2,Royal Challengers Bangalore,Gujarat Titans,19,1,Batsman_15,Batsman_37,Bowler_88,4,0,4,,,,
7020,35,2,Royal Challengers Bangalore,Gujarat Titans,19,2,Batsman_50,Batsman_102,Bowler_78,4,0,4,,,,
7021,35,2,Royal Challengers Bangalore,Gujarat Titans,19,3,Batsman_133,Batsman_50,Bowler_99,1,0,1,,,,
7022,35,2,Royal Challengers Bangalore,Gujarat Titans,19,4,Batsman_98,Batsman_35,Bowler_53,2,0,2,Batsman_98,caught,Batsman_100,
7023,35,2,Royal Challengers Bangalore,Gujarat Titans,19,5,Batsman_122,Batsman_18,Bowler_59,4,0,4,,,,
7024,35,2,Royal Challengers Bangalore,Gujarat Titans,19,6,Batsman_147,Batsman_77,Bowler_87,3,0,3,,,,
7025,35,2,Royal Challengers Bangalore,Gujarat Titans,20,1,Batsman_70,Batsman_139,Bowler_81,2,0,2,,,,
7026,35,2,Royal Challengers Bangalore,Gujarat Titans,20,2,Batsman_68,Batsman_25,Bowler_89,0,0,0,,,,
7027,35,2,Royal Challengers Bangalore,Gujarat Titans,20,3,Batsman_121,Batsman_10,Bowler_47,0,0,0,,,,
7028,35,2,Royal Challengers Bangalore,Gujarat Titans,20,4,Batsman_87,Batsman_11,Bowler_42,1,0,1,,,,
7029,35,2,Royal Challengers Bangalore,Gujarat Titans,20,5,Batsman_140,Batsman_138,Bowler_69,2,0,2,,,,
7030,35,2,Royal Challengers Bangalore,Gujarat Titans,20,6,Batsman_95,Batsman_7,Bowler_13,0,0,0,,,,
7031,36,1,Delhi Capitals,Gujarat Titans,1,1,Batsman_119,Batsman_16,Bowler_57,6,0,6,,,,
7032,36,1,Delhi Capitals,Gujarat Titans,1,2,Batsman_6,Batsman_26,Bowler_31,0,0,0,,,,
7033,36,1,Delhi Capitals,Gujarat Titans,1,3,Batsman_80,Batsman_55,Bowler_71,6,0,6,,,,
7034,36,1,Delhi Capitals,Gujarat Titans,1,4,Batsman_20,Batsman_80,Bowler_3,0,0,0,,,,
7035,36,1,Delhi Capitals,Gujarat Titans,1,5,Batsman_51,Batsman_92,Bowler_57,6,0,6,,,,
7036,36,1,Delhi Capitals,Gujarat Titans,1,6,Batsman_59,Batsman_60,Bowler_7,1,0,1,,,,
7037,36,1,Delhi Capitals,Gujarat Titans,2,1,Batsman_76,Batsman_80,Bowler_51,2,0,2,,,,
7038,36,1,Delhi Capitals,Gujarat Titans,2,2,Batsman_46,Batsman_17,Bowler_96,6,3,9,,,,legbyes
7039,36,1,Delhi Capitals,Gujarat Titans,2,3,Batsman_108,Batsman_27,Bowler_63,1,0,1,,,,
7040,36,1,Delhi Capitals,Gujarat Titans,2,4,Batsman_121,Batsman_145,Bowler_1,2,4,6,,,,legbyes
7041,36,1,Delhi Capitals,Gujarat Titans,2,5,Batsman_5,Batsman_148,Bowler_48,0,0,0,,,,
7042,36,1,Delhi Capitals,Gujarat Titans,2,6,Batsman_104,Batsman_42,Bowler_41,1,0,1,Batsman_104,stumped,Batsman_9,
7043,36,1,Delhi Capitals,Gujarat Titans,3,1,Batsman_7,Batsman_89,Bowler_59,3,0,3,,,,
7044,36,1,Delhi Capitals,Gujarat Titans,3,2,Batsman_6,Batsman_7,Bowler_8,3,0,3,Batsman_6,run out,Batsman_98,
7045,36,1,Delhi Capitals,Gujarat Titans,3,3,Batsman_11,Batsman_96,Bowler_94,1,0,1,,,,
7046,36,1,Delhi Capitals,Gujarat Titans,3,4,Batsman_48,Batsman_6,Bowler_21,0,0,0,,,,
7047,36,1,Delhi Capitals,Gujarat Titans,3,5,Batsman_144,Batsman_55,Bowler_73,3,0,3,,,,
7048,36,1,Delhi Capitals,Gujarat Titans,3,6,Batsman_59,Batsman_123,Bowler_91,1,0,1,,,,
7049,36,1,Delhi Capitals,Gujarat Titans,4,1,Batsman_48,Batsman_2,Bowler_86,4,0,4,,,,
7050,36,1,Delhi Capitals,Gujarat Titans,4,2,Batsman_50,Batsman_37,Bowler_30,2,0,2,,,,
7051,36,1,Delhi Capitals,Gujarat Titans,4,3,Batsman_126,Batsman_122,Bowler_79,6,0,6,,,,
7052,36,1,Delhi Capitals,Gujarat Titans,4,4,Batsman_53,Batsman_48,Bowler_36,0,0,0,,,,
7053,36,1,Delhi Capitals,Gujarat Titans,4,5,Batsman_144,Batsman_131,Bowler_71,3,0,3,,,,
7054,36,1,Delhi Capitals,Gujarat Titans,4,6,Batsman_74,Batsman_112,Bowler_45,1,0,1,,,,
7055,36,1,Delhi Capitals,Gujarat Titans,5,1,Batsman_77,Batsman_94,Bowler_12,3,0,3,,,,
7056,36,1,Delhi Capitals,Gujarat Titans,5,2,Batsman_62,Batsman_68,Bowler_50,1,0,1,,,,
7057,36,1,Delhi Capitals,Gujarat Titans,5,3,Batsman_93,Batsman_24,Bowler_52,0,0,0,,,,
7058,36,1,Delhi Capitals,Gujarat Titans,5,4,Batsman_54,Batsman_84,Bowler_14,0,0,0,,,,
7059,36,1,Delhi Capitals,Gujarat Titans,5,5,Batsman_18,Batsman_71,Bowler_37,2,0,2,,,,
7060,36,1,Delhi Capitals,Gujarat Titans,5,6,Batsman_105,Batsman_51,Bowler_75,1,0,1,,,,
7061,36,1,Delhi Capitals,Gujarat Titans,6,1,Batsman_50,Batsman_18,Bowler_68,1,0,1,,,,
7062,36,1,Delhi Capitals,Gujarat Titans,6,2,Batsman_46,Batsman_128,Bowler_63,4,0,4,,,,
7063,36,1,Delhi Capitals,Gujarat Titans,6,3,Batsman_139,Batsman_130,Bowler_67,2,0,2,,,,
7064,36,1,Delhi Capitals,Gujarat Titans,6,4,Batsman_45,Batsman_3,Bowler_43,2,4,6,,,,legbyes
7065,36,1,Delhi Capitals,Gujarat Titans,6,5,Batsman_45,Batsman_37,Bowler_9,1,0,1,,,,
7066,36,1,Delhi Capitals,Gujarat Titans,6,6,Batsman_104,Batsman_82,Bowler_99,0,0,0,,,,
7067,36,1,Delhi Capitals,Gujarat Titans,7,1,Batsman_19,Batsman_60,Bowler_92,1,0,1,,,,
7068,36,1,Delhi Capitals,Gujarat Titans,7,2,Batsman_13,Batsman_137,Bowler_96,4,0,4,,,,
7069,36,1,Delhi Capitals,Gujarat Titans,7,3,Batsman_28,Batsman_65,Bowler_56,4,0,4,,,,
7070,36,1,Delhi Capitals,Gujarat Titans,7,4,Batsman_4,Batsman_90,Bowler_73,0,0,0,Batsman_4,lbw,,
7071,36,1,Delhi Capitals,Gujarat Titans,7,5,Batsman_43,Batsman_48,Bowler_50,0,0,0,,,,
7072,36,1,Delhi Capitals,Gujarat Titans,7,6,Batsman_96,Batsman_86,Bowler_20,2,0,2,,,,
7073,36,1,Delhi Capitals,Gujarat Titans,8,1,Batsman_144,Batsman_116,Bowler_26,4,0,4,,,,
7074,36,1,Delhi Capitals,Gujarat Titans,8,2,Batsman_47,Batsman_41,Bowler_60,3,0,3,,,,
7075,36,1,Delhi Capitals,Gujarat Titans,8,3,Batsman_16,Batsman_37,Bowler_11,3,0,3,Batsman_16,stumped,Batsman_66,
7076,36,1,Delhi Capitals,Gujarat Titans,8,4,Batsman_81,Batsman_86,Bowler_47,1,0,1,,,,
7077,36,1,Delhi Capitals,Gujarat Titans,8,5,Batsman_39,Batsman_144,Bowler_24,0,0,0,,,,
7078,36,1,Delhi Capitals,Gujarat Titans,8,6,Batsman_17,Batsman_141,Bowler_82,0,0,0,,,,
7079,36,1,Delhi Capitals,Gujarat Titans,9,1,Batsman_133,Batsman_64,Bowler_46,2,0,2,,,,
7080,36,1,Delhi Capitals,Gujarat Titans,9,2,Batsman_133,Batsman_128,Bowler_27,0,0,0,,,,
7081,36,1,Delhi Capitals,Gujarat Titans,9,3,Batsman_70,Batsman_86,Bowler_55,0,0,0,,,,
7082,36,1,Delhi Capitals,Gujarat Titans,9,4,Batsman_37,Batsman_67,Bowler_39,1,0,1,,,,
7083,36,1,Delhi Capitals,Gujarat Titans,9,5,Batsman_8,Batsman_16,Bowler_49,1,0,1,,,,
7084,36,1,Delhi Capitals,Gujarat Titans,9,6,Batsman_51,Batsman_14,Bowler_54,0,0,0,,,,
7085,36,1,Delhi Capitals,Gujarat Titans,10,1,Batsman_85,Batsman_129,Bowler_69,6,0,6,,,,
7086,36,1,Delhi Capitals,Gujarat Titans,10,2,Batsman_69,Batsman_77,Bowler_50,4,0,4,,,,
7087,36,1,Delhi Capitals,Gujarat Titans,10,3,Batsman_72,Batsman_36,Bowler_88,6,0,6,,,,
7088,36,1,Delhi Capitals,Gujarat Titans,10,4,Batsman_63,Batsman_146,Bowler_6,2,0,2,Batsman_63,caught,Batsman_10,
7089,36,1,Delhi Capitals,Gujarat Titans,10,5,Batsman_19,Batsman_88,Bowler_84,0,0,0,,,,
7090,36,1,Delhi Capitals,Gujarat Titans,10,6,Batsman_54,Batsman_99,Bowler_66,0,0,0,,,,
7091,36,1,Delhi Capitals,Gujarat Titans,11,1,Batsman_85,Batsman_43,Bowler_30,1,4,5,,,,noballs
7092,36,1,Delhi Capitals,Gujarat Titans,11,2,Batsman_14,Batsman_12,Bowler_27,0,0,0,,,,
7093,36,1,Delhi Capitals,Gujarat Titans,11,3,Batsman_74,Batsman_119,Bowler_66,3,0,3,,,,
7094,36,1,Delhi Capitals,Gujarat Titans,11,4,Batsman_137,Batsman_80,Bowler_55,0,0,0,Batsman_137,bowled,,
7095,36,1,Delhi Capitals,Gujarat Titans,11,5,Batsman_54,Batsman_36,Bowler_28,6,0,6,,,,
7096,36,1,Delhi Capitals,Gujarat Titans,11,6,Batsman_66,Batsman_63,Bowler_58,3,0,3,,,,
7097,36,1,Delhi Capitals,Gujarat Titans,12,1,Batsman_92,Batsman_141,Bowler_44,1,3,4,,,,noballs
7098,36,1,Delhi Capitals,Gujarat Titans,12,2,Batsman_108,Batsman_140,Bowler_20,0,0,0,,,,
7099,36,1,Delhi Capitals,Gujarat Titans,12,3,Batsman_21,Batsman_39,Bowler_46,6,0,6,,,,
7100,36,1,Delhi Capitals,Gujarat Titans,12,4,Batsman_51,Batsman_44,Bowler_89,0,0,0,,,,
7101,36,1,Delhi Capitals,Gujarat Titans,12,5,Batsman_85,Batsman_120,Bowler_3,2,0,2,Batsman_85,run out,Batsman_48,
7102,36,1,Delhi Capitals,Gujarat Titans,12,6,Batsman_77,Batsman_65,Bowler_92,4,0,4,,,,
7103,36,1,Delhi Capitals,Gujarat Titans,13,1,Batsman_113,Batsman_18,Bowler_14,0,0,0,,,,
7104,36,1,Delhi Capitals,Gujarat Titans,13,2,Batsman_107,Batsman_135,Bowler_63,0,0,0,,,,
7105,36,1,Delhi Capitals,Gujarat Titans,13,3,Batsman_76,Batsman_82,Bowler_77,3,0,3,,,,
7106,36,1,Delhi Capitals,Gujarat Titans,13,4,Batsman_110,Batsman_136,Bowler_37,1,0,1,,,,
7107,36,1,Delhi Capitals,Gujarat Titans,14,1,Batsman_50,Batsman_89,Bowler_72,2,0,2,,,,
7108,36,1,Delhi Capitals,Gujarat Titans,14,2,Batsman_48,Batsman_122,Bowler_45,0,0,0,,,,
7109,36,1,Delhi Capitals,Gujarat Titans,14,3,Batsman_100,Batsman_79,Bowler_24,0,4,4,,,,byes
7110,36,1,Delhi Capitals,Gujarat Titans,14,4,Batsman_133,Batsman_141,Bowler_4,1,0,1,,,,
7111,36,1,Delhi Capitals,Gujarat Titans,14,5,Batsman_79,Batsman_146,Bowler_64,0,0,0,,,,
7112,36,1,Delhi Capitals,Gujarat Titans,14,6,Batsman_1,Batsman_30,Bowler_73,4,0,4,,,,
7113,36,1,Delhi Capitals,Gujarat Titans,15,1,Batsman_62,Batsman_89,Bowler_53,0,0,0,,,,
7114,36,1,Delhi Capitals,Gujarat Titans,15,2,Batsman_20,Batsman_31,Bowler_66,1,0,1,,,,
7115,36,1,Delhi Capitals,Gujarat Titans,16,1,Batsman_46,Batsman_33,Bowler_8,1,0,1,,,,
7116,36,1,Delhi Capitals,Gujarat Titans,16,2,Batsman_61,Batsman_148,Bowler_92,1,0,1,Batsman_61,stumped,Batsman_136,
7117,36,1,Delhi Capitals,Gujarat Titans,17,1,Batsman_19,Batsman_115,Bowler_15,4,3,7,,,,wides
7118,36,1,Delhi Capitals,Gujarat Titans,17,2,Batsman_68,Batsman_120,Bowler_46,4,0,4,,,,
7119,36,1,Delhi Capitals,Gujarat Titans,17,3,Batsman_125,Batsman_50,Bowler_73,0,0,0,,,,
7120,36,1,Delhi Capitals,Gujarat Titans,17,4,Batsman_132,Batsman_136,Bowler_81,3,0,3,,,,
7121,36,1,Delhi Capitals,Gujarat Titans,17,5,Batsman_47,Batsman_120,Bowler_26,0,1,1,,,,legbyes
7122,36,1,Delhi Capitals,Gujarat Titans,17,6,Batsman_88,Batsman_4,Bowler_51,4,0,4,,,,
7123,36,1,Delhi Capitals,Gujarat Titans,18,1,Batsman_16,Batsman_90,Bowler_20,4,0,4,,,,
7124,36,1,Delhi Capitals,Gujarat Titans,18,2,Batsman_110,Batsman_66,Bowler_100,3,0,3,,,,
7125,36,1,Delhi Capitals,Gujarat Titans,18,3,Batsman_138,Batsman_107,Bowler_49,1,0,1,,,,
7126,36,1,Delhi Capitals,Gujarat Titans,18,4,Batsman_66,Batsman_106,Bowler_79,4,0,4,,,,
7127,36,1,Delhi Capitals,Gujarat Titans,18,5,Batsman_3,Batsman_5,Bowler_1,6,0,6,,,,
7128,36,1,Delhi Capitals,Gujarat Titans,18,6,Batsman_114,Batsman_68,Bowler_25,1,0,1,,,,
7129,36,1,Delhi Capitals,Gujarat Titans,20,1,Batsman_130,Batsman_46,Bowler_25,6,0,6,,,,
7130,36,1,Delhi Capitals,Gujarat Titans,20,2,Batsman_139,Batsman_58,Bowler_29,1,0,1,,,,
7131,36,1,Delhi Capitals,Gujarat Titans,20,3,Batsman_37,Batsman_54,Bowler_93,0,0,0,,,,
7132,36,1,Delhi Capitals,Gujarat Titans,20,4,Batsman_121,Batsman_127,Bowler_52,1,0,1,,,,
7133,36,1,Delhi Capitals,Gujarat Titans,20,5,Batsman_21,Batsman_11,Bowler_90,2,1,3,,,,legbyes
7134,36,1,Delhi Capitals,Gujarat Titans,20,6,Batsman_98,Batsman_42,Bowler_83,3,0,3,,,,
7135,36,2,Gujarat Titans,Delhi Capitals,1,1,Batsman_53,Batsman_78,Bowler_66,2,0,2,Batsman_53,run out,Batsman_100,
7136,36,2,Gujarat Titans,Delhi Capitals,1,2,Batsman_58,Batsman_23,Bowler_41,6,0,6,,,,
7137,36,2,Gujarat Titans,Delhi Capitals,1,3,Batsman_5,Batsman_129,Bowler_62,1,0,1,,,,
7138,36,2,Gujarat Titans,Delhi Capitals,1,4,Batsman_55,Batsman_29,Bowler_66,6,0,6,,,,
7139,36,2,Gujarat Titans,Delhi Capitals,1,5,Batsman_50,Batsman_126,Bowler_7,2,0,2,,,,
7140,36,2,Gujarat Titans,Delhi Capitals,1,6,Batsman_82,Batsman_5,Bowler_14,2,0,2,,,,
7141,36,2,Gujarat Titans,Delhi Capitals,2,1,Batsman_77,Batsman_28,Bowler_71,6,0,6,,,,
7142,36,2,Gujarat Titans,Delhi Capitals,2,2,Batsman_72,Batsman_83,Bowler_59,0,0,0,,,,
7143,36,2,Gujarat Titans,Delhi Capitals,2,3,Batsman_115,Batsman_64,Bowler_30,4,0,4,Batsman_115,bowled,,
7144,36,2,Gujarat Titans,Delhi Capitals,2,4,Batsman_50,Batsman_103,Bowler_6,0,0,0,,,,
7145,36,2,Gujarat Titans,Delhi Capitals,2,5,Batsman_48,Batsman_122,Bowler_74,0,0,0,,,,
7146,36,2,Gujarat Titans,Delhi Capitals,2,6,Batsman_43,Batsman_124,Bowler_60,0,0,0,,,,
7147,36,2,Gujarat Titans,Delhi Capitals,3,1,Batsman_1,Batsman_112,Bowler_89,0,0,0,,,,
7148,36,2,Gujarat Titans,Delhi Capitals,3,2,Batsman_3,Batsman_93,Bowler_50,1,0,1,,,,
7149,36,2,Gujarat Titans,Delhi Capitals,3,3,Batsman_143,Batsman_48,Bowler_71,2,0,2,,,,
7150,36,2,Gujarat Titans,Delhi Capitals,3,4,Batsman_81,Batsman_129,Bowler_56,0,0,0,,,,
7151,36,2,Gujarat Titans,Delhi Capitals,4,1,Batsman_58,Batsman_51,Bowler_89,1,0,1,,,,
7152,36,2,Gujarat Titans,Delhi Capitals,4,2,Batsman_35,Batsman_129,Bowler_81,2,0,2,,,,
7153,36,2,Gujarat Titans,Delhi Capitals,4,3,Batsman_31,Batsman_122,Bowler_41,2,0,2,,,,
7154,36,2,Gujarat Titans,Delhi Capitals,4,4,Batsman_71,Batsman_98,Bowler_36,2,0,2,Batsman_71,stumped,Batsman_147,
7155,36,2,Gujarat Titans,Delhi Capitals,4,5,Batsman_87,Batsman_88,Bowler_68,3,3,6,,,,byes
7156,36,2,Gujarat Titans,Delhi Capitals,4,6,Batsman_142,Batsman_118,Bowler_48,1,0,1,,,,
7157,36,2,Gujarat Titans,Delhi Capitals,5,1,Batsman_25,Batsman_11,Bowler_65,1,0,1,,,,
7158,36,2,Gujarat Titans,Delhi Capitals,5,2,Batsman_140,Batsman_62,Bowler_11,4,0,4,,,,
7159,36,2,Gujarat Titans,Delhi Capitals,5,3,Batsman_42,Batsman_116,Bowler_57,1,0,1,Batsman_42,stumped,Batsman_49,
7160,36,2,Gujarat Titans,Delhi Capitals,5,4,Batsman_129,Batsman_21,Bowler_72,0,0,0,,,,
7161,36,2,Gujarat Titans,Delhi Capitals,5,5,Batsman_116,Batsman_25,Bowler_16,0,0,0,,,,
7162,36,2,Gujarat Titans,Delhi Capitals,5,6,Batsman_126,Batsman_57,Bowler_56,0,0,0,,,,
7163,36,2,Gujarat Titans,Delhi Capitals,6,1,Batsman_28,Batsman_122,Bowler_81,2,0,2,,,,
7164,36,2,Gujarat Titans,Delhi Capitals,7,1,Batsman_8,Batsman_4,Bowler_12,0,1,1,,,,byes
7165,36,2,Gujarat Titans,Delhi Capitals,7,2,Batsman_5,Batsman_66,Bowler_2,0,0,0,,,,
7166,36,2,Gujarat Titans,Delhi Capitals,7,3,Batsman_147,Batsman_42,Bowler_14,1,0,1,,,,
7167,36,2,Gujarat Titans,Delhi Capitals,7,4,Batsman_149,Batsman_39,Bowler_60,3,0,3,,,,
7168,36,2,Gujarat Titans,Delhi Capitals,7,5,Batsman_115,Batsman_108,Bowler_37,0,4,4,,,,legbyes
7169,36,2,Gujarat Titans,Delhi Capitals,7,6,Batsman_96,Batsman_140,Bowler_96,4,0,4,,,,
